,Unnamed: 0,villeID,size,lat,long
24205,24205,Trinidad,11734,5.40849,-71.66196
24206,24206,Suan,10381,10.33347,-74.88016
24209,24209,San Onofre,32957,9.73586,-75.52626
24214,24214,Potosí,10186,0.80739,-77.57216
24219,24219,Málaga,19884,6.69903,-72.73233
24220,24220,Los Palmitos,14385,9.37899,-75.26769
24224,24224,Honda,28158,5.20856,-74.73584
24225,24225,Guamal,13857,3.88043,-73.76566
24229,24229,El Cerrito,38390,3.68549,-76.31372
24234,24234,Chía,64569,4.85876,-74.05866
24237,24237,Bucaramanga,581130,7.12539,-73.1198
24241,24241,Villa Rica,18761,2.5142,-76.84939
24689,24689,Chiguayante,82545,-36.9256,-73.02841
24873,24873,Villa de Mayo,43405,-34.5108,-58.68059
24875,24875,San Clemente del Tuyú,11174,-36.35419,-56.72568
24876,24876,Presidencia de la Plaza,12231,-27.00147,-59.84243
24878,24878,Esquina,26399,-30.01476,-59.5289
24880,24880,Boedo,48231,-34.63333,-58.41667
24883,24883,Villa Nueva,16841,-32.43289,-63.24811
24886,24886,Victoria,25139,-32.61841,-60.15478
24889,24889,San Luis,169947,-33.29501,-66.33563
24890,24890,San Francisco,59062,-31.42797,-62.08266
24892,24892,Pergamino,91399,-33.89101,-60.57462
24893,24893,La Quiaca,14751,-22.10448,-65.59646
24894,24894,Laguna Paiva,12250,-31.30391,-60.65894
24895,24895,Laboulaye,19908,-34.12688,-63.39083
24896,24896,Joaquín V. González,19185,-25.11364,-64.12628
24900,24900,Funes,14750,-32.91568,-60.80995
24902,24902,Catriel,15169,-37.87552,-67.79451
